temperature	time	catalyst	yield
7.739560485559633	29.094505373483017	4.26701536634083	33.916485119745786
4.388784397520523	53.29934483581536	1.1696974293267037	82.21273489638362
8.585979199113824	35.88365443356189	0.2915137084453301	38.48365984701531
6.973680290593639	66.88697962777573	1.4069194601099828	52.68488866420043
0.9417734788764953	50.600634321063154	1.467968788833418	69.6628778918202
9.756223516367559	78.28747372404862	3.3095825736344753	27.01205767081332
7.61139701990353	69.01855714015744	2.7851607617063916	49.56481450271691
7.860643052769538	41.86566489674287	3.9194910455320677	61.406521789228705
1.2811363267554587	78.25818609766407	3.321567701636938	41.39841299606149
4.503859378955672	76.33350502477613	2.031934307200353	47.51362350622247
3.7079802423258124	47.12348653211221	4.070101923330173	92.05811059373038
9.267649888486018	40.182967275117086	0.8348645995385195	41.20669031579838
6.438651200806645	67.77468527824828	0.11356036566930239	69.47675396835523
8.227616132708299	29.782673852651687	0.45023930387820876	20.2517238433699
4.4341419882733115	33.993574173257585	3.6117967529822517	59.57632085793124
2.272387217847769	20.515358882570386	2.3093861512569367	-1.0001390534273784
5.545847870158348	75.08470642514969	0.806358895168009	54.804885632715155
0.6381725610417532	66.53955996144225	2.5052238755168177	59.073348651964835
8.27631171992582	69.36157650384345	0.7615605135658421	49.43778200263911
6.316643991220649	74.65103217153775	3.48160187538868	56.623977234658305
7.580877400853739	52.1241042876838	2.2307813778701533	63.33934788027126
3.545259681298684	59.81188371670256	1.9051061304824124	75.32068747890389
9.706980243949033	29.78578986893602	1.5075604457393825	7.868621097270277
8.931211213221976	28.01710514751814	3.1514129655944423	11.653337618660235
7.783834970737619	66.78820732533302	1.8090630527669522	48.63598646852058
1.9463870785196757	52.97673443001928	0.438249596580505	81.32661182869455
4.667210037270342	59.56652745368322	0.5900295106025766	86.55537162148691
0.43803765787228777	73.5499200191218	4.809488322747573	52.88914658003986
1.5428949206754783	64.43028240004136	4.5429034535380355	77.2900174931756
6.830489532424546	58.75055804605971	3.498535669053748	74.254417539438
7.447621559078171	59.14450125217895	1.3293498072975978	62.7757435474135
9.6750973243421	41.27650686438285	4.84588188673862	64.97464594691712
3.2582535813815197	22.15724841975576	3.893754519828973	28.230568507032977
3.704597060348689	50.570217246265365	3.584450945794978	96.97733937976777
4.695558112758079	35.02092709736704	2.246807510718943	53.05453650853212
1.894713590842857	48.59700506072453	1.361207809225795	72.37681065580428
